Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date	SRR Accession
GSM4573008	Sample 441_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413620	SRX8413620	Alina Isakova	1-Jun-20	SRR11864042
GSM4573009	Sample 442_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413621	SRX8413621	Alina Isakova	1-Jun-20	SRR11864043
GSM4573010	Sample 443_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413622	SRX8413622	Alina Isakova	1-Jun-20	SRR11864044
GSM4573011	Sample 444_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413623	SRX8413623	Alina Isakova	1-Jun-20	SRR11864045
GSM4573012	Sample 445_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413624	SRX8413624	Alina Isakova	1-Jun-20	SRR11864046
GSM4573013	Sample 446_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413625	SRX8413625	Alina Isakova	1-Jun-20	SRR11864047
GSM4573014	Sample 447_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414181	SRX8414181	Alina Isakova	1-Jun-20	SRR11864048
GSM4573015	Sample 448_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414182	SRX8414182	Alina Isakova	1-Jun-20	SRR11864049
GSM4573016	Sample 449_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414183	SRX8414183	Alina Isakova	1-Jun-20	SRR11864050
GSM4573017	Sample 450_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414184	SRX8414184	Alina Isakova	1-Jun-20	SRR11864051
GSM4573018	Sample 451_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414185	SRX8414185	Alina Isakova	1-Jun-20	SRR11864052
GSM4573019	Sample 452_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414186	SRX8414186	Alina Isakova	1-Jun-20	SRR11864053
GSM4573020	Sample 453_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414187	SRX8414187	Alina Isakova	1-Jun-20	SRR11864054
GSM4573021	Sample 454_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414188	SRX8414188	Alina Isakova	1-Jun-20	SRR11864055
GSM4573022	Sample 455_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414189	SRX8414189	Alina Isakova	1-Jun-20	SRR11864056
GSM4573023	Sample 456_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414190	SRX8414190	Alina Isakova	1-Jun-20	SRR11864057
GSM4573024	Sample 457_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414191	SRX8414191	Alina Isakova	1-Jun-20	SRR11864058
GSM4573025	Sample 458_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414192	SRX8414192	Alina Isakova	1-Jun-20	SRR11864059
GSM4573026	Sample 459_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414193	SRX8414193	Alina Isakova	1-Jun-20	SRR11864060
GSM4573027	Sample 460_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414194	SRX8414194	Alina Isakova	1-Jun-20	SRR11864061
GSM4573028	Sample 461_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414195	SRX8414195	Alina Isakova	1-Jun-20	SRR11864062
GSM4573029	Sample 462_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414196	SRX8414196	Alina Isakova	1-Jun-20	SRR11864063
GSM4573030	Sample 463_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414801	SRX8414801	Alina Isakova	1-Jun-20	SRR11864064
GSM4573031	Sample 464_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414802	SRX8414802	Alina Isakova	1-Jun-20	SRR11864065
GSM4573032	Sample 465_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414803	SRX8414803	Alina Isakova	1-Jun-20	SRR11864066
GSM4573033	Sample 466_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414804	SRX8414804	Alina Isakova	1-Jun-20	SRR11864067
GSM4573034	Sample 467_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414805	SRX8414805	Alina Isakova	1-Jun-20	SRR11864068
GSM4573035	Sample 468_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414806	SRX8414806	Alina Isakova	1-Jun-20	SRR11864069
GSM4573036	Sample 469_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414807	SRX8414807	Alina Isakova	1-Jun-20	SRR11864070
GSM4573037	Sample 470_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414808	SRX8414808	Alina Isakova	1-Jun-20	SRR11864071
GSM4573038	Sample 471_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414809	SRX8414809	Alina Isakova	1-Jun-20	SRR11864072
GSM4573039	Sample 472_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414810	SRX8414810	Alina Isakova	1-Jun-20	SRR11864073
GSM4573040	Sample 473_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414811	SRX8414811	Alina Isakova	1-Jun-20	SRR11864074
GSM4573041	Sample 474_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414812	SRX8414812	Alina Isakova	1-Jun-20	SRR11864075
GSM4573042	Sample 475_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414813	SRX8414813	Alina Isakova	1-Jun-20	SRR11864076
GSM4573043	Sample 476_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414814	SRX8414814	Alina Isakova	1-Jun-20	SRR11864077
GSM4573044	Sample 477_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414815	SRX8414815	Alina Isakova	1-Jun-20	SRR11864078
GSM4573045	Sample 478_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414816	SRX8414816	Alina Isakova	1-Jun-20	SRR11864079
GSM4573046	Sample 479_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415329	SRX8415329	Alina Isakova	1-Jun-20	SRR11864080
GSM4573047	Sample 480_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415330	SRX8415330	Alina Isakova	1-Jun-20	SRR11864081
GSM4573048	Sample 481_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415331	SRX8415331	Alina Isakova	1-Jun-20	SRR11864082
GSM4573049	Sample 482_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415332	SRX8415332	Alina Isakova	1-Jun-20	SRR11864083
GSM4573050	Sample 483_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415333	SRX8415333	Alina Isakova	1-Jun-20	SRR11864084
GSM4573051	Sample 484_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415334	SRX8415334	Alina Isakova	1-Jun-20	SRR11864085
GSM4573052	Sample 485_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415335	SRX8415335	Alina Isakova	1-Jun-20	SRR11864086
GSM4573053	Sample 486_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415336	SRX8415336	Alina Isakova	1-Jun-20	SRR11864087
GSM4573054	Sample 487_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415337	SRX8415337	Alina Isakova	1-Jun-20	SRR11864088
GSM4573055	Sample 488_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415338	SRX8415338	Alina Isakova	1-Jun-20	SRR11864089
GSM4573056	Sample 489_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415339	SRX8415339	Alina Isakova	1-Jun-20	SRR11864090
GSM4573057	Sample 490_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415340	SRX8415340	Alina Isakova	1-Jun-20	SRR11864091
GSM4573058	Sample 491_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415341	SRX8415341	Alina Isakova	1-Jun-20	SRR11864092
GSM4573059	Sample 492_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415342	SRX8415342	Alina Isakova	1-Jun-20	SRR11864093
GSM4573060	Sample 493_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415343	SRX8415343	Alina Isakova	1-Jun-20	SRR11864094
GSM4573061	Sample 494_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415344	SRX8415344	Alina Isakova	1-Jun-20	SRR11864095
GSM4573062	Sample 495_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415921	SRX8415921	Alina Isakova	1-Jun-20	SRR11864096
GSM4573063	Sample 496_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415922	SRX8415922	Alina Isakova	1-Jun-20	SRR11864097
GSM4573064	Sample 497_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415923	SRX8415923	Alina Isakova	1-Jun-20	SRR11864098
GSM4573065	Sample 498_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415924	SRX8415924	Alina Isakova	1-Jun-20	SRR11864099
GSM4573066	Sample 499_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415925	SRX8415925	Alina Isakova	1-Jun-20	SRR11864100
GSM4573067	Sample 500_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415926	SRX8415926	Alina Isakova	1-Jun-20	SRR11864101
GSM4573068	Sample 501_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415927	SRX8415927	Alina Isakova	1-Jun-20	SRR11864102
GSM4573069	Sample 502_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415928	SRX8415928	Alina Isakova	1-Jun-20	SRR11864103
GSM4573070	Sample 503_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415929	SRX8415929	Alina Isakova	1-Jun-20	SRR11864104
GSM4573071	Sample 504_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415930	SRX8415930	Alina Isakova	1-Jun-20	SRR11864105
GSM4573072	Sample 505_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415931	SRX8415931	Alina Isakova	1-Jun-20	SRR11864106
GSM4573073	Sample 506_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415932	SRX8415932	Alina Isakova	1-Jun-20	SRR11864107
GSM4573074	Sample 507_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415933	SRX8415933	Alina Isakova	1-Jun-20	SRR11864108
GSM4573075	Sample 508_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415934	SRX8415934	Alina Isakova	1-Jun-20	SRR11864109
GSM4573076	Sample 509_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415935	SRX8415935	Alina Isakova	1-Jun-20	SRR11864110
GSM4573077	Sample 510_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415936	SRX8415936	Alina Isakova	1-Jun-20	SRR11864111
GSM4573078	Sample 511_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413514	SRX8413514	Alina Isakova	1-Jun-20	SRR11864112
GSM4573079	Sample 512_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413515	SRX8413515	Alina Isakova	1-Jun-20	SRR11864113
GSM4573080	Sample 513_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413516	SRX8413516	Alina Isakova	1-Jun-20	SRR11864114
GSM4573081	Sample 514_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413517	SRX8413517	Alina Isakova	1-Jun-20	SRR11864115
GSM4573082	Sample 515_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413518	SRX8413518	Alina Isakova	1-Jun-20	SRR11864116
GSM4573083	Sample 516_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413519	SRX8413519	Alina Isakova	1-Jun-20	SRR11864117
GSM4573084	Sample 517_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413520	SRX8413520	Alina Isakova	1-Jun-20	SRR11864118
GSM4573085	Sample 518_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413521	SRX8413521	Alina Isakova	1-Jun-20	SRR11864119
GSM4573086	Sample 519_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413522	SRX8413522	Alina Isakova	1-Jun-20	SRR11864120
GSM4573087	Sample 520_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413523	SRX8413523	Alina Isakova	1-Jun-20	SRR11864121
GSM4573088	Sample 521_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413524	SRX8413524	Alina Isakova	1-Jun-20	SRR11864122
GSM4573089	Sample 522_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413525	SRX8413525	Alina Isakova	1-Jun-20	SRR11864123
GSM4573090	Sample 523_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413526	SRX8413526	Alina Isakova	1-Jun-20	SRR11864124
GSM4573091	Sample 524_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413527	SRX8413527	Alina Isakova	1-Jun-20	SRR11864125
GSM4573092	Sample 525_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413528	SRX8413528	Alina Isakova	1-Jun-20	SRR11864254
GSM4573093	Sample 526_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413529	SRX8413529	Alina Isakova	1-Jun-20	SRR11864255
GSM4573094	Sample 527_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414017	SRX8414017	Alina Isakova	1-Jun-20	SRR11864256
GSM4573095	Sample 528_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414018	SRX8414018	Alina Isakova	1-Jun-20	SRR11864257
GSM4573096	Sample 529_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414019	SRX8414019	Alina Isakova	1-Jun-20	SRR11864258
GSM4573097	Sample 530_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414020	SRX8414020	Alina Isakova	1-Jun-20	SRR11864259
GSM4573098	Sample 531_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414021	SRX8414021	Alina Isakova	1-Jun-20	SRR11864260
GSM4573099	Sample 532_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414022	SRX8414022	Alina Isakova	1-Jun-20	SRR11864261
GSM4573100	Sample 533_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414023	SRX8414023	Alina Isakova	1-Jun-20	SRR11864262
GSM4573101	Sample 534_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414024	SRX8414024	Alina Isakova	1-Jun-20	SRR11864263
GSM4573102	Sample 535_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414025	SRX8414025	Alina Isakova	1-Jun-20	SRR11864264
GSM4573103	Sample 536_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414026	SRX8414026	Alina Isakova	1-Jun-20	SRR11864265
GSM4573104	Sample 537_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414027	SRX8414027	Alina Isakova	1-Jun-20	SRR11864266
GSM4573105	Sample 538_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414028	SRX8414028	Alina Isakova	1-Jun-20	SRR11864267
GSM4573106	Sample 539_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414029	SRX8414029	Alina Isakova	1-Jun-20	SRR11864268
GSM4573107	Sample 540_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414030	SRX8414030	Alina Isakova	1-Jun-20	SRR11864269
GSM4573108	Sample 541_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414031	SRX8414031	Alina Isakova	1-Jun-20	SRR11864270
GSM4573109	Sample 542_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414032	SRX8414032	Alina Isakova	1-Jun-20	SRR11864271
GSM4573110	Sample 543_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414647	SRX8414647	Alina Isakova	1-Jun-20	SRR11864272
GSM4573111	Sample 544_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414648	SRX8414648	Alina Isakova	1-Jun-20	SRR11864273
GSM4573112	Sample 545_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414649	SRX8414649	Alina Isakova	1-Jun-20	SRR11864274
GSM4573113	Sample 546_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414650	SRX8414650	Alina Isakova	1-Jun-20	SRR11864275
GSM4573114	Sample 547_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414651	SRX8414651	Alina Isakova	1-Jun-20	SRR11864276
GSM4573115	Sample 548_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414652	SRX8414652	Alina Isakova	1-Jun-20	SRR11864277
GSM4573116	Sample 549_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414653	SRX8414653	Alina Isakova	1-Jun-20	SRR11864278
GSM4573117	Sample 550_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414654	SRX8414654	Alina Isakova	1-Jun-20	SRR11864279
GSM4573118	Sample 551_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414655	SRX8414655	Alina Isakova	1-Jun-20	SRR11864280
GSM4573119	Sample 552_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414656	SRX8414656	Alina Isakova	1-Jun-20	SRR11864281
